"","AC001A","AC002A","AC002B","AC003A","AC004A","AC013A","AC014A","AC014B","AC014C","AC022A","AC024A","AC025A","AC026A","AC028A","AC029A","AC035A","AC042A","AC044A","AC046A","AC048A","AC142A","AC148A","AC152A","AC9964","AC9968","AC9969","AC9974","AC9975","AC9996","AC9997","AC9999","AM011A","AS001A","AS003A","AU001A","AU002A","AU004A","AU004B","AU004D","AU005B","AU005D","AU005E","AU005J","AU010A","AU010B","AU014A","AU023A","AU034A","AU9990","AU9991","AU9999","BR001A","BR003A","BR006A","BR9997","BR9999","CA002A","CA005A","CM004A","CM009A","CM010A","CM013A","CM014A","CM015A","CM017A","CM019A","CM020A","CM022A","CM031A","CM043A","CM047A","CM048A","CM052A","CM070A","CM103A","CM9999","CO001A","CY001A","CY004A","CY006A","CY006D","CY010A","CY019A","CY9988","CY9999","DE001A","DP9999","DT001A","DT002A","EU002A","EU002B","EU002C","EU002D","EU002E","EU002K","EU003A","EU004A","EU007A","EU008A","EU009A","EU009C","EU009F","EU011A","EU013A","EU014A","EU015A","EU015B","EU016A","EU017A","EU018A","EU019A","EU020A","EU025A","EU026A","EU027A","EU028A","EU028B","EU029A","EU031A","EU032A","EU040A","EU043A","EU045A","EU047A","EU048A","EU049A","EU049B","EU049D","EU050A","EU051A","EU051B","EU053B","EU056A","EU057A","EU058A","EU9960","EU9961","EU9962","EU9963","EU9964","EU9965","EU9974","EU9979","EU9995","EU9999","FR001A","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR009A","FR010A","FR013A","FR9991","FR9999","FU002A","FU002B","FU002D","FU002F","GO003A","GO004A","GO005A","GO006C","GO010A","GO014A","GO014B","GO9999","HN001A","KR001A","ME019A","MR001A","NA001A","NA002A","NA003A","NA003B","NA005A","NA006A","NA006B","NA007A","NA013A","NA014A","NA015A","NA032A","NA033A","NA036A","NA037A","NA039A","NA040A","NA042A","NA044A","NA045A","NA046A","NA048A","NA068A","NA086A","NA099A","NA115A","NA133A","NA135A","NA140A","NA156A","NA158A","NA167A","NA738A","NA9955","NA9963","NA9968","NA9995","NA9999","NE003A","NE003C","NE003D","NE004A","NE006A","NE020A","NE9999","NI001A","NI002A","NI005A","NI008A","NI009A","NI017A","NI020B","NI025A","NI027A","NI9999","PE002A","PI002A","PI005A","PI007A","PI008A","PI011A","PI012A","PI015A","PI016A","PI017A","PI018A","PI019A","PI020A","PI022A","PI022B","PI023A","PI026A","PI027A","PI030A","PI9995","PI9999","RH003A","RZ011A","SA001A","SA001B","SA003A","SA005A","SA9999","SE001A","SP002A","ST010A","SU004A","SU005A","SU006A","SU016A","SU9999","SY002A","SY003A","SY010A","SY9999","TA001A","TA001B","TA001D","TA003A","TA003B","TA004A","TA005A","TA9999","TE001A"
"mynach1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644122383252818,1.61030595813204,0,0,0,0,0,0,0,0,0.322061191626409,0,0.322061191626409,5.15297906602254,0.322061191626409,8.05152979066023,0,0,0,0,0,0,1.28824476650564,0,2.57648953301127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5426731078905,0,0,0.483091787439614,0,0,15.1368760064412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33977455716586,0.644122383252818,0,0,0,0,0,0,0,0,0.644122383252818,0,0,0,0,0,0,0,0,0,0,1.28824476650564,0,0,0,0,5.47504025764895,0,0,0,0,0,0,0,0,7.72946859903382,0,0.644122383252818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966183574879227,0,0,0,0,0,0,0,0,0.322061191626409,0,0,0,0,0,0,0,0,0,0,0,0,0.966183574879227,0,5.79710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12721417069243,0,0,0,0,0,0,0,17.7133655394525,0,0,0,0,0.644122383252818,0,0,0,0,0,0,0,0,0.644122383252818,0,0,0,0,0,0,0,0,0,0.322061191626409,0,0,0,0,0.322061191626409,0,0.161030595813205,0,0,0,0,0,0,0,0,2.89855072463768,0,0,1.28824476650564,0,1.61030595813204,0,0,0
"mynach1998",0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,2.11538461538462,0,3.07692307692308,0,0,0,0,0.384615384615385,0,0.384615384615385,0,0.576923076923077,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,8.26923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,14.6153846153846,0.384615384615385,0,0,0,0,0,0,0,0.192307692307692,3.65384615384615,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,5.19230769230769,0,0,0,0,0,0,0,0.192307692307692,7.30769230769231,0,0.576923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,21.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576923076923077,0,0,0,0,0,0,0.769230769230769,0,0,0.961538461538462,0,1.15384615384615,0,0,0
"mynach1999",0,0,0,0,0,0,0,0,0,0.394477317554241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18343195266272,0,0,0.394477317554241,0,0.197238658777120,0,0,0,0,0,0,0,1.18343195266272,0,2.76134122287968,0,0,0,0,0.788954635108481,0,0.788954635108481,0,0.591715976331361,0.197238658777120,0,0,0,0,0,0,0,0.394477317554241,0,0,0,0.197238658777120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197238658777120,0,0,0,0,0,1.57790927021696,0,0,0,0,0,7.29783037475345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6508875739645,1.38067061143984,0.197238658777120,0,0,0,1.77514792899408,0,0,0,1.18343195266272,0,0,0,0,0,0,0,0,0,0,0.394477317554241,0,0,0,0,3.74753451676529,0,0,0,0,0,0,0,0,6.90335305719921,0,0.394477317554241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788954635108481,0,0,0,0,0,0,0.394477317554241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197238658777120,0,14.5956607495069,0.197238658777120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1360946745562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788954635108481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33925049309665,0,0,0.788954635108481,0,0,0,0,0
"mynach2000",0,0,0,0,0,0.950570342205323,0,0,0,0.190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37262357414449,0,0,0,0,0,0,1.33079847908745,0,0,0,0,0,4.94296577946768,0,3.99239543726236,0,0,0,0,0,0,1.52091254752852,0,0.380228136882129,0,0,0,0,0,0,0,0,0.190114068441065,0,0,0,0,0,0,0,0,0,0.190114068441065,0,0,0,0,0,0,0,0,0.190114068441065,0,0,0,0,0,0,0,0,1.14068441064639,0,0,0.760456273764259,0,0,9.1254752851711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190114068441065,0,0,11.0266159695817,2.47148288973384,0,0,0,0,0,0,0,0.760456273764259,0,0,0,0,0,0,0,0,0,0,0,0.570342205323194,0,0,0,0,10.0760456273764,0,0,0,0,0,0,0,0,7.03422053231939,0,1.52091254752852,0.380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950570342205323,0,3.61216730038023,0,0.190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380228136882129,0,0,0,0,0,0,0,24.1444866920152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190114068441065,0,0,0,0,0,0.380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61216730038023,0,0,0.760456273764259,0,2.28136882129278,0,0,0
"mynach2001",0,0,0,0,0,0.415800415800416,0,0,0,0.415800415800416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87110187110187,0,0,0,0,0,0,0,0,2.91060291060291,0,2.91060291060291,0.415800415800416,0,0,0,0.207900207900208,0,1.03950103950104,0,0.623700623700624,0,0,0,0,0,0,0,0,0.207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03950103950104,0,0,1.03950103950104,0,0,7.27650727650728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6424116424116,4.15800415800416,0,0,0,0,0,0.207900207900208,0,0,0.623700623700624,0,0,0,0,0,0,0,0,0,0,0.831600831600832,0,0,0,0,4.78170478170478,0,0,0,0,0,0,0,0,6.02910602910603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623700623700624,0,1.66320166320166,0,0,0,0,0,0,1.03950103950104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831600831600832,0,10.8108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207900207900208,0,0,0,0,0,0,0,29.1060291060291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415800415800416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32640332640333,0,0,0,0,3.32640332640333,0,0,0
"mynach2002",0,0,0,0,0,0.389863547758285,0,0,0.584795321637427,0.974658869395711,0,0,0,0,0,0,0,0,0.584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33918128654971,0,0,0,0,0,0,0,0,0,0,0,0.194931773879142,1.55945419103314,0,4.09356725146199,0,0,0,0,0.389863547758285,0,0.974658869395711,0,0.779727095516569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779727095516569,0,0,0,0,0,16.3742690058480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194931773879142,0,0,17.9337231968811,0.779727095516569,0,0,0,0,0.194931773879142,0,0,0.194931773879142,4.28849902534113,0,0,0,0,0,0,0,0,0,0,1.55945419103314,0,0,0.194931773879142,0,2.33918128654971,0,0,0,0,0,0,0,0,6.04288499025341,0,0.194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16959064327485,0,0,0,0,0,0,0.389863547758285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194931773879142,9.16179337231969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779727095516569,0,0,0,0,0,0,0,17.3489278752437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194931773879142,0,0,0,0,0,0.584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14424951267056,0,0,1.75438596491228,0,2.33918128654971,0,0,0
"mynach2003",0,0,0,0,0,0.192678227360308,0,0,0,0.578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04624277456647,0,0,0,0.963391136801541,0,0,0,0,0,0,0,0,0.770712909441233,0.578034682080925,5.78034682080925,0,0,0,0,0,0,1.15606936416185,0,1.92678227360308,0,0,0,0,0,0,0,0,0.578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192678227360308,0,0,0,0,0,0,0,0,1.15606936416185,0,0,0.192678227360308,0,0,18.3044315992293,0,0,0,0,0,0.192678227360308,0,0,0,0,0,0,0,0,0,0,0,8.47784200385356,0.770712909441233,0,0,0,0,0.770712909441233,0,0,0.385356454720617,1.34874759152216,0,0,0,0,0,0,0,0,0,0,0.192678227360308,0,0,0,0,4.04624277456647,0,0,0,0,0,0,3.46820809248555,0,5.78034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192678227360308,0,0.385356454720617,0,0,0,0,0,0,0.963391136801541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32177263969171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385356454720617,0,0,0,0,0,0,0,17.5337186897881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192678227360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682080925,0,0,0,0,0,0,0,0,0,6.35838150289017,0,4.23892100192678,0,0,0
"mynach2004",0,0,0,0,0,0.181488203266788,0,0,0,0.181488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544464609800363,0,0,0.362976406533575,0,0,0,0,0,0,0,0,0.544464609800363,1.63339382940109,0.72595281306715,13.4301270417423,0,0,0,0,0,0,0.72595281306715,0,1.81488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544464609800363,0,0,0,0,0,21.9600725952813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362976406533575,0,0,8.34845735027223,0.544464609800363,0.181488203266788,0,0,0,0.362976406533575,0.181488203266788,0,0.181488203266788,0,0.362976406533575,0,0,0,0,0,0,0,0,0,0.544464609800363,0,0,0,0,3.99274047186933,0,0,0,0,0,0,0,0,8.16696914700544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362976406533575,0,0,0,0,0,0,0.544464609800363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99274047186933,0.72595281306715,0,0,0,0,0,0,0.181488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5154264972777,0,0,0,0,0,0,0,0,0,0.181488203266788,0,0,0,0.362976406533575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72232304900181,0,0,2.35934664246824,0,6.17059891107078,0,0,0
"mynach2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792079207920792,0,0,0,0,0,0,0,0,0.792079207920792,0,0,0,2.37623762376238,0.198019801980198,6.93069306930693,0,0,0,0,0,0,0,0,3.16831683168317,0,0,0,0,0,0,0,0,0.396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594059405940594,0,0,17.2277227722772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4851485148515,0.99009900990099,0,0,0,0,0,0,0,0,0.198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38613861386139,0,0,0,0,0,0,0,0,7.52475247524752,0,0.198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8910891089109,0,0.198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4356435643564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198019801980198,0,0,0,0,0,0,0,0,0.792079207920792,0,0,0,2.57425742574257,0,0,0,0,0,0,2.77227722772277,0,0,2.17821782178218,0,9.7029702970297,0,0,0
"nagar1991",0,0,0,0,0,0,0,4.26439,3.19829,31.1301,0,0,0,0.21322,0,0,0.426439,0,0,0.852878,0,0,0,0,0,0,0,0.639659,0,0,0,0,0,0,0,0,0,0.852878,5.97015,0,0,19.8294,0,0.639659,0.852878,0,0,0,0,0,0,0.639659,0,0.639659,0,0,0,0,0,0,0.852878,0,0,0,0,0,0,0,0,0,0,0.426439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49254,0,0,0,0,0,0,0,0,0.639659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91898,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852878,0,0,0,0,0,0,0,0
"nagar1993",0,0,0,0,0,0.40404,0,4.84848,2.42424,38.1818,0,0,0,0.606061,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0101,0.606061,0,0,0,0,0,0,0,0,0.606061,6.46465,0,0,14.5455,0,0,0.808081,0,0,0,0,0,0,0.20202,0,2.22222,0,0,0,0,0,0,0.606061,0,0,0,0,0,0,0,0,0,0,0.40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05051,0,0,0,0,0,0,0,0,1.21212,0,0,0,0,0,0,0,0,0,0,0,1.41414,0,0,0,0,1.41414,0,0.40404,0,0,0,0,0,0,0.40404,0,0.808081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606061,0.20202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81818,0,0,0,0,0,0,0,0
"nagar1994",0,0,0,0,0,0.207039,0,5.17598,1.65631,50.9317,0,0,0,0.207039,0,0,0.414079,0,0,0.621118,0,0,0,0,0,0,0,0.414079,0.207039,0,0,0,0,0,0,0,0,0.621118,2.89855,0,0,8.48861,0,0,1.0352,0,0,0,0,0,0,0.414079,0,1.65631,0,0,0,0,0,0,1.44928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72671,0,0,0,0,0,0,0,0,4.14079,0,0,0,0,0,0,0,0,0,0,0,0.828157,0,0,0,0,0.621118,0,1.0352,0,0,0,0,0,0,0.414079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621118,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621118,0,0,0,0,0,0,0,0
"nagar1995",0,0,0,0,0,0.373134,0,1.1194,5.97015,41.9776,0,0,0,0,0,0,0,0,0,0.373134,0,0,0,0,0,0,0,0.932836,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4403,0,0.746269,0.932836,0,0,0,0,0,0,0,0,0.746269,0,0,0,0,0,0,0.559701,0,0,0,0,0,0,0,0,0,0,0.373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41045,0,0,0,0,0,0,0,0,0.373134,0,0,0,0,0,0,0,0,0,0,0,0.373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373134,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30597,0,0,0,0,0,0,0,0
"nagar1996",0,0,0,0,0,0.41841,0,2.92887,2.51046,52.0921,0,0,0,0,0,0,0.83682,0,0,0.83682,0,0,0,0,0,0,0,0.41841,0,0,0,0,0,0,0,0,0,0,1.67364,0,0,9.62343,0,0,1.25523,0,0,0,0,0,0,1.25523,0,0.41841,0,0,0,0,0,0,0.83682,0,0,0,0,0,0,0,0,0,0,0.209205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02092,0,0,0,0,0,0,0,0,0,0,0.83682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83682,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25523,0,0,0,0,0,0,0,0
"nagar1997",0,0,0,0,0,0.968992,0,7.17054,1.55039,33.7209,0,0,0,0.193798,0,0,0,0,0,0,0,0,0,0,13.1783,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62016,0,0,13.5659,0,0.193798,0,0,0,0,0,0,0,0.968992,0,0.387597,0,0,0,0,0,0,0.193798,0,0,0,0,0,0,0,0,0,0,0.193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72093,0,0,0,0,0,0,0,0,0.581395,0,0,0,0,0,0,0,0,0,0,0,0.775194,0,0,0,0,0.968992,0,0.193798,0,0,0,0,0,0,0.968992,0,0.581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16279,0,0,0,0,0,0,0,0
"nagar1998",0,0,0,0,0,0.52356,0,10.9948,3.66492,31.4136,0,0,0,0.34904,0,0,0,0,0,1.22164,0,0,0,0,4.71204,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02792,0,0,15.7068,0,0,0,0,0,0,0,0,0,1.04712,0,0.17452,0,0,0,0,0,0,0.52356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22164,0,0,0,0,1.22164,0,0,0,0,0,0,0,0,0.69808,0,1.04712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91972,0,0,0,0,0,0,0,0
"nagar1999",0,0,0,0,0,0.3663,0,5.31136,2.1978,19.5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915751,0,0,0,0,0,0,0,0,0,2.1978,3.47985,0,0,40.293,0,0,0.915751,0,0,0,0,0,0,0.915751,0,0.3663,0,0,0,0,0,0,1.4652,0,0,0,0,0,0,0,0,0,0,0.18315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28205,0,0,0,0,0,0,0,0,0.18315,0,0.915751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915751,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49451,0,0,0,0,0,0,0,0
"nagar2000",0,0,0,0,0,0,0,6.45724,6.63176,25.6545,0,0,0,0.34904,0,0,0,0,0,0,0,0,0,0,4.88656,0,0,0.52356,0,0,0,0,0,0,0,0,0,0,2.6178,0,0,26.8761,0,2.44328,0,0,0,0,0,0,0,0.69808,0,1.04712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52356,0,0,0,0,2.09424,0,0,0,0,0,0,0,0,1.57068,0,0.52356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57068,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7452,0.34904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4904,0,0,0,0,0,0,0,0,0,0.8726,0,0,0,0,0,0,0,0
